,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
59,Dr. Vignessh Raj,Dermatologist,16,"FRGUHS, DDVL, MBBS",₹ 600,,₹ 3,000 onlineDr. Raj's Centre For Skin And Hair,"Hair Fall, Acne/Pimples, Hair Loss",06:00 PM,07:00 PM,Bangalore
60,Dr. M K Shetty,Dermatologist,38,"MBBS, DVD, MD - Dermatology, Fellowship in Dermatological Laser Surgery",₹ 750,,Dr Shetty's Medical & Aesthetics Skin Solutions Pvt Ltd,Residency Road,,04:00 PM,07:30 PM,Bangalore
61,Dr. Nithya Raghunath,Dermatologist,15,"Fellowship in Cosmetology, MECAMS, MD - Dermatology , Venereology & Leprosy, MBBS",₹ 700,,Contura Clinic,Kalyan Nagar,"Pimples, Acne/Pimples, Skin Diseases treatmentNext ",02:00 PM,05:00 PM,Bangalore
62,Dr. Madan  Bj Kumar,Dermatologist,10,"FRGUHS, Diploma In Dermatology And Venerology And Leprosy (DDVL)",₹ 300,₹ 300,Dr. Hair & Skin Clinic,Malleshwaram,,10:00 AM,07:30 PM,Bangalore
63,Dr. H  R Yogeesh,Dermatologist,31,"MBBS, MD - Dermatology",₹ 800,,Akshatha Skin And Hair Care Centre,Bang,Black Spots on SkinNext ,06:30 PM,09:00 PM,Bangalore
64,Dr. Ramya M N,Dermatologist,10,"MBBS, MD - Dermatology, Venereology & Leprosy",₹ 400,₹ 500,Healios Cosmoderma,Kanakapura Road,,05:00 PM,08:00 PM,Bangalore
65,Dr. Shivashankar B. Sajjanshetty,Dermatologist,20,"DDVL, MBBS",₹ 750,,₹ 6,000 onlineTricho - Derma Hair and Skin Speciality,"Acne/Pimples, Skin Whitening, Dark SkinNext ",10:30 AM,02:00 PM,Bangalore
66,Dr. Sridhar Gogineni,Dermatologist,17,"MD - Dermatology , Venereology & Leprosy, MBBS",₹ 600,,₹ 1,000 onlineAvance Derma Skin,"Hair Loss, Female Hair Loss, Skin Lumps",05:00 PM,08:30 PM,Bangalore
67,Dr. M Gopal,Dermatologist,44,"MBBS, MD - Dermatology",₹ 400,,Sri Venkateshwara Skin & ENT Clinic,Basavanagudi,,10:00 AM,12:00 PM,Bangalore
68,Kaya Skin Clinic,Dermatologist,16,Dermatology Backed Expert Skin & Hair Care Solution,₹ 500,,,,"Acne Scars, Pimples Treatment, Acne/Pimples",,,Bangalore
69,Dr. Shiva Kumar V,Dermatologist,34,"MD - Dermatology, MBBS",₹ 450,,Skin and Cosmetology Clinc.,Indira Nagar,,06:30 PM,09:00 PM,Bangalore
70,Dr. Syed Aarif,Dermatologist,13,"MD - Dermatology, MBBS",₹ 400,₹ 400,Centre for Skin Care,Horamavu,,10:00 AM,03:00 PM,Bangalore
71,Dr. Sushma Yadav,Dermatologist,16,"MBBS, MD - Dermatology , Venereology & Leprosy",₹ 600,₹ 200,Skinology Centre,Sadashiva Nagar,"Acne Scars, Pimples, Hair GrowthNext ",10:00 AM,06:00 PM,Bangalore
72,Dr. Girish Panth,Dermatologist,40,"MBBS, MD - Dermatology , Venereology & Leprosy",₹ 700,,Apollo Hospitals,Bannerghatta Road,Hair TreatmentNext ,03:30 PM,06:30 PM,Bangalore
73,Dr. Kisalay Saurav,Dermatologist,21,"MD - Dermatology, MBBS",₹ 700,,Dr. Saurav's Skin Clinic,Indira Nagar,"Hair Loss Treatment, Tattoo Removal, Hair LossNext ",10:30 AM,01:00 PM,Bangalore
74,Dr. Sandeep Mahapatra,Dermatologist,20,"MBBS, MD - Dermatology, Venereology & Leprosy",₹ 600,₹ 350,Neofollicle Hair Transplant Clinic,Marathahalli,,10:00 AM,07:15 PM,Bangalore
75,Dr. Sohandas Shetty B,Dermatologist,28,"MBBS, Diploma in  Dermatology, Venereology and Leprosy",₹ 500,,Vijaya Medical Center,Bang,"Melasma, Acne Scars, Hair Fall",05:15 PM,07:30 PM,Bangalore
76,Dr. Meenakshi Jagwani,Dermatologist,16,"MBBS, DVD",₹ 600,₹ 400,Kushal Skin Clinic,Whitefield,"Eczema, Dark SkinNext ",04:00 PM,06:00 PM,Bangalore
77,Dr. Partha Sarathi Dutta Roy,Dermatologist,22,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL), MD - Dermatology , Venereo...read more",₹ 600,₹ 400,Dr. Partha Sarathi's Asian Hair & Skin Hospitals,Bang,"Pigmented Skin, Skin Infections",03:00 PM,06:30 PM,Bangalore
78,Oliva Skin & Hair Clinic,Dermatologist,19,"MD - Dermatology, Trichologist",₹ 600,,,,"Scar Treatment, Pigmentation, Ear Lobe Repair",10:00 AM,08:00 PM,Bangalore
79,Dr. Nidhin Varghese,Dermatologist,11,"MD - Dermatology, FRGUHS Dermatosurgery, MBBS",₹ 400,₹ 400,e NV y Skin Clinic,Bang,,,,Bangalore
80,Vlcc Wellness,Dermatologist,,,,,,,,07:00 AM,09:00 PM,Bangalore
81,Dr. Kiran Joshy,Dermatologist,17,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL), Fellowship in Dermatologic...read more",₹ 450,₹ 350,Joshy's Medical Centre,RT Nagar,,04:30 PM,08:00 PM,Bangalore
82,Richfeel,Dermatologist,17,Trichologist,₹ 100,₹ 300,,,"Pimples, Acne Treatment, Hair TransplantNext ",10:00 AM,08:00 PM,Bangalore
83,Dr. Amee Daxini,Dermatologist,21,MD,₹ 500,,Think Skin,Sarjapur Road,"Pimples Treatment, Allergy, RashesNext ",09:30 AM,05:00 PM,Bangalore
84,Dr. A.A. Kushalappa,Dermatologist,22,"MD - Dermatology, MBBS",₹ 500,,R.X.D.X. Clinic,Whitefield,DermatitisNext ,10:30 AM,12:00 PM,Bangalore
85,Dr. Sankeerth Vijayakumar,Dermatologist,14,"MBBS, MD - Dermatology, Venereology & Leprosy, FRGUHS (Cosmetology)",₹ 600,₹ 350,Dermaville Skin Clinic,Bang,,10:00 AM,01:00 PM,Bangalore
86,Hairline International,Dermatologist,34,MBBS,₹ 500,₹ 300,Hairline International Jayanagar,Jayanagar,,04:00 PM,07:00 PM,Bangalore
87,Dr. Rakesh Reddy,Dermatologist,23,"MBBS, Master of Public Health (MPH), DDVL",₹ 500,₹ 500,Rakesh Reddy's Skin Clinic,Sanjay Nagar,,10:30 AM,02:00 PM,Bangalore
88,Dr. Vani Yepuri,Dermatologist,13,"Advanced Aesthetics, Diploma In Dermatology And Venerology And Leprosy (DDVL)",₹ 400,₹ 300,Ridhi's clinic,Bang,,05:00 PM,07:00 PM,Bangalore
89,Dr. Srinivas C,Dermatologist,26,"M D, MBBS MD",₹ 400,,Revive Skin & Hair Clinic(Vidyaranyapura),Vidyaranyapura,"Acne/Pimples, Pimples TreatmentNext ",12:30 PM,04:00 PM,Bangalore
90,Dr. Srinivas C,Dermatologist,26,"M D, MBBS MD",₹ 400,,Revive Skin & Hair Clinic(Vidyaranyapura),Vidyaranyapura,"Acne/Pimples, Pimples TreatmentNext ",12:30 PM,04:00 PM,Bangalore
91,Clinic Dermatech,Dermatologist,23,MBBS,₹ 700,₹ 600,,,,09:00 AM,08:00 PM,Bangalore
92,Dr. K.C. Nischal,Dermatologist,24,"MBBS, MD - Dermatology",₹ 800,,NIRMAL SKIN & HAIR CLINIC,Vijayanagar,"Acne Scars, Laser Hair Removal, Psoriasis TreatmentNext ",11:00 AM,07:00 PM,Bangalore
93,Dr. Sachith Abraham,Dermatologist,31,"MD - Dermatology, MBBS",,,,,,02:00 PM,06:00 PM,Bangalore
94,Dr. Jyothshna K,Dermatologist,14,"MBBS, MD - Dermatology, Observer Fellow in diagnostic dermatology and dermatopathology",₹ 450,₹ 50,Dr Jyothshna's Skin Hair & Laser Clinic,Bang,,03:00 PM,07:30 PM,Bangalore
95,Dr. Juvita Rasquinha,Dermatologist,19,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL)",₹ 500,,Dr. Juvita Aesthetics,Indira Nagar,"Acne / Pimples Treatment, Pimples, Pimples TreatmentNext ",05:30 PM,08:00 PM,Bangalore
96,Dr. H.V. Nataraj,Dermatologist,44,"MBBS, MD - Dermatology",₹ 300,₹ 300,Skin Allergy Cosmetology And Hair Clinic,Bang,,05:00 PM,08:30 PM,Bangalore
97,Dr. B R Suhas,Dermatologist,24,"DVD, MBBS",₹ 150,,Soundarya Skin Care Centre,Bang,Pimples Treatment,06:30 PM,09:00 PM,Bangalore
98,Dr. Rajesh H N,Dermatologist,14,"MD - Dermatology , Venereology & Leprosy, MBBS",₹ 350,,,,,04:30 PM,06:30 PM,Bangalore
99,Dr. Shankar Sawant,Dermatologist,34,"MBBS, MD - Dermatology , Venereology & Leprosy",,₹ 300,,,,10:00 AM,07:00 PM,Bangalore
100,Dt. Sushmaa Jaiswal,Dietitian/Nutritionist,41,,,₹ 800,Swasthya Nutrition,AECS Layout,"Weight Loss, Gaining Weight, Diabetes",07:00 AM,08:00 PM,Bangalore
101,Dt. Richa Singhal,Dietitian/Nutritionist,23,Post graduate diploma in dietetics and public health nutrition,₹ 500,₹ 300,1 Bowl Diet,Bang,"Weight Loss, Weight Loss Diet Counseling, Weight Loss TreatmentNext ",09:00 AM,06:00 PM,Bangalore
102,Dt. Shalmali Sharma,Dietitian/Nutritionist,20,,,₹ 300,Re-vive Fitness and Beauty Pvt Ltd,Bang,"Weight Loss, Gaining Weight, Staying Healthy",10:30 AM,08:00 PM,Bangalore
103,Dr. Jamuna N,Dietitian/Nutritionist,22,"MD (MA), DND Nutrition & Dietetics, Phd Medicinal Aromatherapy",₹ 300,₹ 350,Dr. Jamuna's Natural Therapy Centre,Azad Nagar,,11:30 AM,09:00 PM,Bangalore
104,Dt. Thilaga B Manigandan,Dietitian/Nutritionist,10,,,₹ 500,Thilaga's Be Fit with Nutri Bites Nutrition Counselling,Bang,"Slimming, Weight Loss, Weight Loss Diet CounselingNext ",09:30 AM,04:30 PM,Bangalore
105,Dt. Ranjani Raman,Dietitian/Nutritionist,14,"M.Sc - Dietetics & Food Service Management, National Eligibility Test Qualified For Lectur...read more",,₹ 500,Nutrilife,JP Nagar,"Weight Management, Weight Loss, Nutritional AssessmentNext ",09:30 AM,01:30 PM,Bangalore
106,Dt. Anurag Sharma,Dietitian/Nutritionist,5,"pgd cognitive psychology, Certificate Of Diabetes Education, Diploma in Cancer Nutrition, ...read more",₹ 500,₹ 500,Anurag's soulFIT Wellness Clinic,Brookefield,,11:30 AM,03:00 PM,Bangalore
107,Dt. Vishal Kumar Wadi,Dietitian/Nutritionist,25,"Diploma in Clinical Nutrition, Diploma in Sport & Exercise Nutrition, Diploma in Human Nut...read more",,,,,,10:00 AM,08:00 PM,Bangalore
108,Foods & Nutrition Clinic,Dietitian/Nutritionist,16,,,,,,Weight LossNext ,10:00 AM,06:00 PM,Bangalore
109,Dt. Silky Mahajan,Dietitian/Nutritionist,16,"B.Sc. Food & Nutrition, M.Sc. Food & Nutrition",,,,,"Weight Loss, Gaining Weight, Diet ChartNext ",10:00 AM,06:00 PM,Bangalore
110,Dr. Ashwini J,Dietitian/Nutritionist,15,,₹ 500,₹ 500,My Doctors Clinic,New Thippasandra,"Psoriasis, Diet Chart",10:00 AM,07:00 PM,Bangalore
111,Mr. Narendra Babu,Dietitian/Nutritionist,14,"Certified Integrated Health and Wellness Coach, Diploma In Diet & Nutrition, Diploma In Weight Loss",,₹ 250,HealthyWE Weight Loss and More,Bannerghatta Road,"Weight Loss, Diet Planning, Gaining WeightNext ",10:00 AM,10:00 PM,Bangalore
112,Dr. Keerthi Shree Kirisave,Dietitian/Nutritionist,17,,₹ 650,₹ 650,illwell Diet Therapy,Basaveshwara Nagar,,09:00 AM,02:00 PM,Bangalore
113,Dr. Aruna Ramana,Dietitian/Nutritionist,30,,₹ 500,₹ 500,Svaasa Wellness and  Organics,HAL,,10:30 AM,02:00 PM,Bangalore
114,Dt. Aysha Khadri Umraz,Dietitian/Nutritionist,30,"DIABETES EDUCATOR, PGDND, RMP -ALTERNATIVE MEDICINE, MEDICAL TRANSCRITPTINIST, M.SC, Msc n...read more",₹ 500,₹ 380,SHIFA DIET CLINIC,Basavanagudi,"Weight Loss, Gaining Weight, Diet Planning",07:30 AM,07:00 AM,Bangalore
115,Dt. Uma Maheshwari,Dietitian/Nutritionist,23,"MPhil ( Foods and Nutrition), M.Sc.(Food Service Management and Dietetics)",,₹ 300,Happy Living Diet Clinic,Bang,"Weight Loss, Gaining Weight, Diet PlanningNext ",09:30 AM,02:00 PM,Bangalore
116,Dt. Ankita Bhargava,Dietitian/Nutritionist,16,Masters In Clinical Nutrition & Dietitics,,,,,,06:30 PM,08:00 PM,Bangalore
117,Dt. Tripty Bansal,Dietitian/Nutritionist,20,"Bachelor of Naturopathy & Yogic Sciences (BNYS), M.Sc. - Nutrition",₹ 500,₹ 300,Arogya Nutrition & Lifestyle Clinic,Sarjapur Road,"Gaining Weight, Sports Nutrition, Diet Planning",07:00 AM,07:00 AM,Bangalore
118,Dr. Akhila Joshi,Dietitian/Nutritionist,15,,₹ 800,₹ 350,Akhilasoukhya - Weight Loss & Lifestyle Management,Kaggadasapura,,09:30 AM,01:00 PM,Bangalore
119,Dt. Pramila B,Dietitian/Nutritionist,10,,₹ 500,₹ 500,Clinic,Bang,,09:00 AM,01:00 PM,Bangalore
120,Dt. Palak Mittal,Dietitian/Nutritionist,12,,₹ 500,₹ 400,Jayashree Multispeciality Hospital,Bang,,04:00 PM,06:00 PM,Bangalore
121,Dt. Sheetal Chabbria,Dietitian/Nutritionist,9,Msc. - Food Science,₹ 500,₹ 300,Veritas Diagnostic,Vasanth Nagar,"Weight Loss, Weight Loss",12:00 PM,03:00 PM,Bangalore
122,Dt. Asha,Dietitian/Nutritionist,17,Master of Science - Clinical Nutrition & dietetics,₹ 400,₹ 200,Chirag Hospital,JP Nagar,"Gaining Weight, Staying Healthy, Weight LossNext ",10:00 AM,06:30 PM,Bangalore
123,Dr. Suguna S,Dietitian/Nutritionist,25,"M.Sc. Community Health and Nutrition, Ph. D - Nephrology",,,,,,02:00 PM,04:30 PM,Bangalore
124,Dr. Nidhi Mittal,Dietitian/Nutritionist,12,,₹ 300,₹ 200,Jana Care,Koramangala,"Weight Loss, Gaining Weight, Body Weakness",,,Bangalore
125,Dt. Ms. Vanitha Nagaraj,Dietitian/Nutritionist,24,"Msc - Dietetics and Community Nutrition, PG Diploma in diabetes, PG Diploma in sports nutrition",₹ 750,,Nutri Clinic,Bang,,10:00 AM,06:00 PM,Bangalore
126,Dt. Deepika Jayaswal,Dietitian/Nutritionist,15,,₹ 500,₹ 500,,,"Weight Loss, Weight Management, Weight LossNext ",09:00 AM,10:00 PM,Bangalore
127,Ms. Vinny Joglekar,Dietitian/Nutritionist,43,,₹ 600,₹ 350,Health and Diet Clinic.,Kodihalli,,01:00 PM,08:00 PM,Bangalore
128,Dt. Tanuja G,Dietitian/Nutritionist,15,"Bsc - Home Science, Msc - Home Science",₹ 500,₹ 250,Diets by Dt. Tanuja Jain,Sadashiva Nagar,"Weight Loss, Gaining Weight, AnorexiaNext ",07:00 AM,07:00 AM,Bangalore
129,Dt. Anupama Menon,Dietitian/Nutritionist,25,,₹ 500,,Right Living,Koramangala,,07:45 AM,02:00 PM,Bangalore
130,Dt. Ryan Fernando,Dietitian/Nutritionist,27,M.Sc Clinical Biochemistry,,,,,,10:00 AM,06:00 PM,Bangalore
