,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
20,Dr. K.Saigeeta,Dentist,10,"BDS, MDS - Pediatric Dentistry",₹ 100,₹ 200,Vijaya Dental Clinic,Secunderabad,,5:00 PM,9:00 PM,Hyderabad
21,Dr. Sampath Reddy,Dentist,27,"MDS ,Pediatric Dentistry",₹ 500,₹ 200,Little Smile Dental Hospital,Masab Tank,,10:00 AM,1:00 PM,Hyderabad
22,Dr. M. Vijaya Lakshmi,Dentist,26,"M.D.S, Post-Graduate Certificate in Oral Implantology (PGCOI) , B.D.S",₹ 500,₹ 200,Lakshmi Dental Clinic,Hyderabad,"Bad Breath, Painful Teething, Stained Teeth",10:00 AM,1:00 PM,Hyderabad
23,Dr. Jhansi Lakshmi Kandregula,Dentist,14,"BDS, MDS - Periodontics",₹ 500,₹ 100,clove dental clinic,Hyderabad,,9:00 AM,7:00 PM,Hyderabad
24,Dr. Khaleel Ullah Mohammad,Dentist,14,"BDS, MDHM",₹ 100,₹ 100,DentiQue Dental Care,Hyderabad,,10:00 AM,3:00 PM,Hyderabad
25,Dr. Harshavardhan Tetala,Dentist,15,"Certified Implantologist, BDS",₹ 100,₹ 100,Sri Harsha Dental Clinic,Jawahar Nagar,,10:30 AM,2:00 PM,Hyderabad
26,Dr. Niharika Nath,Dentist,25,BDS,₹ 500,₹ 150,Nath Dental &a Oral Surgery Clinic,Hyderguda,,10:30 AM,2:00 PM,Hyderabad
27,Dr. Hasan Ahmed Omair,Dentist,13,"Post Graduate Diploma In Hospital Administration (PGDHA), BDS",₹ 100,₹ 200,Glace Dental Care,Toli Chowki,"Root canal, Root Canal Treatment, Dental Care",10:00 AM,2:00 PM,Hyderabad
28,Dr. Pavan Baldava,Dentist,21,"MDS, BDS, PGDHS IN TOBACCO CONTROL",₹ 500,₹ 300,Smilekraft Multispeciality Dental Clinic,Hyderabad,,10:00 AM,2:00 PM,Hyderabad
29,Dr. Duliganti Santhosh Reddy,Dentist,19,"BDS, MDS",,₹ 200,DSR Sri Balaji Multispeciality LASER DENTAL HOSPITAL AND IMPLANT CENTRE,Manikonda,,,,Hyderabad
30,Dr. Abdul Habeeb Bin Mohsin,Dentist,12,"MDS, Certified Implantologist, BDS, Certified Conscious Sedationist",₹ 200,₹ 200,Dr. Abdul Habeeb Bin Mohsin,Moghalpura,,5:00 PM,8:00 PM,Hyderabad
31,Dr. P.Venkat Nag,Dentist,22,"M.Sc - Master of Oral Implantology (MOI), BDS",₹ 350,,The Dental Specialists (on call),Banjara Hills,,10:00 AM,9:00 PM,Hyderabad
32,Fms Dental Hospital,Dentist,31,BDS (Implantologist),₹ 500,₹ 350,FMS International Dental Center - Jubilee Hills,Jubilee Hills,,9:00 AM,9:00 PM,Hyderabad
33,Dr. K.Arjun K,Dentist,26,"MDS - Oral & Maxillofacial Surgery, BDS",,₹ 150,Tarnaka dental clinic,Tarnaka,,,,Hyderabad
34,Dr. Sravanthi Dubakunta,Dentist,9,MDS Prosthodontics,₹ 200,₹ 150,Sravanthi Dental Care,KPHB,,,,Hyderabad
35,Dr. Abed  Ali,Dentist,22,BDS,₹ 100,,Roots Multi Specialty Dental Hospital & Implant Center,Kapra,,10:00 AM,2:00 PM,Hyderabad
36,Dr. Swathi Chaitanya,Dentist,23,"MDS, BDS",₹ 300,,Vijaya Dental Hospital,Gachibowli,,5:30 PM,8:00 PM,Hyderabad
37,Dr. G.Viswatejashwar Rao,Dentist,16,"MDS, BDS, Sedation(Inhalation) Specialist",₹ 300,₹ 150,Sreehaas Dental Hospital,Madinaguda,"Painful Teething, Toothache, Bad Breath",10:00 AM,6:00 PM,Hyderabad
38,Dr. Phanitej Gannamaneni,Dentist,15,MDS - Oral & Maxillofacial Surgery,₹ 100,,Vishnu dental Clinic,Vanasthalipuram,,9:30 AM,2:00 PM,Hyderabad
39,Dr. Harish Reddy Dabala,Dentist,14,"MPH, BDS",₹ 300,₹ 500,PRASAD HOSPITALS,Nacharam,,9:00 AM,9:00 PM,Hyderabad
40,Dr. A. Rakesh Rao,Dentist,23,"MDS - Orthodontics , BDS",,₹ 300,International Dental Care,Banjara Hills,,10:00 AM,9:00 PM,Hyderabad
41,Dr. Sanju Kumar Agarwal,Dentist,21,"BDS, Fellow of Academy of General Education (FAGE), Fellowship in Dental implantology",₹ 200,,Shiv Dental Clinic,Moosapet,,10:00 AM,2:00 PM,Hyderabad
42,Dr. Vandana Sangwan,Dentist,36,BDS,₹ 500,₹ 400,Smiline Dental Hospital,Hyderabad,,9:00 AM,6:00 PM,Hyderabad
43,Dr. Madhusudhan Reddy,Dentist,23,BDS (Implantologist),₹ 200,,YASHAS DENTAL CLINIC,BN Reddy Nagar,,8:30 AM,9:00 PM,Hyderabad
44,Dr. K.Shruditha Kadevari,Dentist,20,BDS,₹ 200,₹ 200,Dr.K.shruditha,Domalguda,Root canal ,10:00 AM,10:30 AM,Hyderabad
45,Dr. Satish Simha Reddy,Dentist,20,"MDS Prosthodontics, BDS",₹ 200,₹ 500,Siddhartha dental clinic,Yousufguda,,5:30 PM,9:00 PM,Hyderabad
46,Dr. Suresh Miryala,Dentist,24,M.D.S,₹ 100,₹ 200,SM MULTISPECIALITY DENTAL AND SKIN CLINIC,Santosh Nagar,,,,Hyderabad
47,Dr. Harsha Nagineni,Dentist,19,BDS,₹ 200,,Harsha Dental,Chintal,,10:30 AM,10:00 PM,Hyderabad
48,Dr. Appaji Athota,Dentist,33,"M.D.S., B.D.S.",₹ 200,,Devi Dental Clinic,Jeedimetla,,10:30 AM,2:00 PM,Hyderabad
49,Dr. T. Sudhakar Reddy,Dentist,25,"BDS, MDS Prosthodontics",₹ 150,,Sri Sudha Dental Care,Nacharam,,5:00 PM,9:00 PM,Hyderabad
50,Dr. Madhavi Pudi,Dermatologist,13,"DNB (Dermatology), MBBS, Diploma in Trichology - Cosmetology",₹ 500,₹ 500,Dr Madhavi s Advanced Skin Hair and Laser Clinic,Prashanth Colony,,6:00 PM,8:30 PM,Hyderabad
51,Dr. Ravali Yalamanchili,Dermatologist,13,"MBBS, MD - Skin,VD & Leprosy, Fellowship in Dermatology, Dermatosurgery and Lasers",₹ 700,₹ 500,Neya Dermatology And Aesthetics,Jubilee Hills,,,,Hyderabad
52,Dr. Venu Kumari,Dermatologist,18,"MBBS, MD - Venereology & Leprosy",₹ 500,₹ 900,Dr. Venus Institute Of Aesthetics & Anti-Aging,Kothaguda,"Pimples, Acne/Pimples, Hair Fall ",11:00 AM,2:00 PM,Hyderabad
53,Dr. Raghuram Reddy,Dermatologist,14,"MBBS, MD - Dermatology",₹ 400,,₹ 1,000 onlineRadiance Skin Hair Cosmetic & Obstetrics And Gynaecology Center,"Pimples, Hair Loss, Acne Scars ",6:00 PM,9:00 PM,Hyderabad
54,Dr. J Rajeshwari,Dermatologist,24,"MBBS, MD - Dermatology, Venereology & Leprosy",₹ 750,,Dr. Rajeshwari's Skin Care & Hair Restoration Centre,Jubilee Hills,,10:00 AM,6:00 PM,Hyderabad
55,Dr. Ravindranath Reddy,Dermatologist,46,"MBBS, Diploma in Medical Cosmetology",₹ 500,₹ 350,Clinic-2000,Abids,"Pimples, Acne/Pimples, Acne Scars ",10:00 AM,5:00 PM,Hyderabad
56,Dr. T. Dayal Singh,Dermatologist,22,"MBBS, MD - Dermatology",₹ 500,₹ 500,Dr. Dayal's Skin,Hair & Cosmetology Clinic,Melasma ,6:00 PM,8:30 PM,Hyderabad
57,Dr. Vijay Bhasker Reddy Ch,Dermatologist,10,"MD - Dermatology , Venereology & Leprosy",₹ 500,₹ 500,Skin Clinic,L B Nagar,,6:30 PM,8:30 PM,Hyderabad
58,Dr. Vimala Manne,Dermatologist,21,"MBBS, MD - Dermatology",₹ 800,,₹ 1,000 onlineDr. Vimala's Skin,"Pimples, Hair Loss, Stretch Marks Treatment ",11:00 AM,3:00 PM,Hyderabad
59,Dr. K S  Ram,Dermatologist,33,"M.D., D.P.H.,",₹ 750,₹ 600,ELEGANCE SKIN & HAIR LASER CLINICS,Hyderabad,"Acne Treatment, Ear Lobe Repair, Skin Diseases treatment ",3:00 PM,9:00 PM,Hyderabad
60,Kaya Skin Clinic,Dermatologist,16,Dermatology Backed Expert Skin & Hair Care Solution,₹ 500,,,,"Acne Scars, Pimples Treatment, Acne/Pimples",,,Hyderabad
61,Dr. Harika Ramisetty,Dermatologist,11,Diploma In Dermatology And Venerology And Leprosy (DDVL),₹ 500,₹ 500,TruSkin Dermatology Lasers And Anti-aging Clinic,Hyderabad,Hair Fall ,12:00 PM,9:00 PM,Hyderabad
62,Dr. G Narsimha Rao Netha,Dermatologist,35,"MD - Dermatology, MBBS",₹ 500,,SLMS  Hospital,Nagole,,6:30 PM,9:30 PM,Hyderabad
63,Dr. T J Madhuri,Dermatologist,19,MD,₹ 500,₹ 500,Transform Skin & Cosmetic Clinic,Banjara Hills,Hair Loss ,10:00 AM,1:00 PM,Hyderabad
64,Dr. Sushma Raavi,Dermatologist,23,"MBBS, MD - Dermatology",₹ 500,,The New you Clinic,Banjara Hills,,12:00 PM,4:00 PM,Hyderabad
65,Dr. Pranoti Deshpande,Dermatologist,10,"MBBS, MD - Dermatology , Venereology & Leprosy",₹ 500,₹ 400,Apollo Hospital DRDO,Hyderabad,,11:00 AM,1:00 PM,Hyderabad
66,Dr. Udaya Kiran,Dermatologist,45,"MBBS, DFM, Diploma in Medical Cosmetology",₹ 200,,Medilab Clinic,Mehdipatnam,"Acne Scars, Hair Loss, Scabies ",6:00 PM,8:00 PM,Hyderabad
67,Oliva Skin & Hair Clinic,Dermatologist,19,"MD - Dermatology, Trichologist",₹ 600,,Oliva Skin & Hair Clinic - Jubilee Hills,Jubilee Hills,"Scar Treatment, Pigmentation, Ear Lobe Repair",10:00 AM,8:00 PM,Hyderabad
68,Dr. Rajkumar,Dermatologist,17,"MD - Dermatology , Venereology & Leprosy",₹ 600,₹ 500,RK SKIN&COSMETOLOGY CLINIC,Chanda Nagar,Allergy,10:30 AM,1:30 PM,Hyderabad
69,Dr. Swapna Kunduru,Dermatologist,22,"MD - Dermatology , Venereology & Leprosy, MBBS, PLAB",₹ 300,₹ 450,Swajay Skin Clinic,Chanda Nagar,,10:30 AM,11:30 AM,Hyderabad
70,Dr. John W,Dermatologist,18,"MBBS, Diploma In Dermatology And Venerology And Leprosy (DDVL)",₹ 499,,Trichos Hair Transplant,Secunderabad,"Acne/Pimples, Pimples Treatment, Vitiligo ",3:00 PM,8:00 PM,Hyderabad
71,Vlcc Wellness,Dermatologist,,,,,,,,7:00 AM,9:00 PM,Hyderabad
72,Dr. A K Lahiry,Dermatologist,44,"MBBS, MD - Dermatology",₹ 600,,Skin & Laser Clinic,Secunderabad,,12:00 PM,4:00 PM,Hyderabad
73,Dr. Raj Kirit.Ep,Dermatologist,19,"Fellowship In Hair Transplantation, DNB (Dermatology), Diploma In Dermatology And Venerolo...read more",₹ 800,₹ 300,Celestee Skin,Laser And Hair Clinic,"Open Pores, Hair Fall, Fungal Infection ",10:00 AM,6:00 PM,Hyderabad
74,Dr. Atul Salodkar,Dermatologist,30,MD - Skin,₹ 400,,Dr. Atul Salodkar Clinic,Yousufguda,"Mole Removal, Psoriasis, Allergy ",6:00 PM,7:30 PM,Hyderabad
75,Dr. Nilayini G,Dermatologist,20,MBBS,₹ 700,₹ 700,Blu Skin & Cosmetology Clinic,Jubilee Hills,"Laser Treatment for Acne Scars, Acne Scars ",10:00 AM,8:00 PM,Hyderabad
76,Dr. R.Brahmananda Reddy,Dermatologist,12,"Diploma In Dermatology, Fellowship In Aesthetic Medicine",₹ 500,,₹ 5,000 onlineVernon Skin And Hair Clinic,"Dandruff, Advanced Skin Care, Skin Care",5:00 PM,9:00 PM,Hyderabad
77,Dr. Akhila Reddy,Dermatologist,10,"MD - Dermatology, MBBS",₹ 600,₹ 500,Stratum Skin And Hair Clinic,Jubilee Hills,,10:30 AM,5:00 PM,Hyderabad
78,Dr. B Lakshmi Divya,Dermatologist,13,"MBBS, MD - Dermatology",₹ 500,₹ 700,DERMIQ Advanced Dermatology,Cosmetology & Trichology Center,"PRP Hair Transplant Treatment, Hair Transplant ",4:00 PM,8:00 PM,Hyderabad
79,Dr. Nishant Jain,Dermatologist,12,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Dermatology & Venerology And...read more",₹ 600,₹ 500,Dr. Nishants Skin,Hair & Laser clinic,,11:00 AM,8:00 PM,Hyderabad
80,Richfeel,Dermatologist,17,Trichologist,₹ 100,₹ 300,,,"Pimples, Acne Treatment, Hair Transplant",10:00 AM,7:30 PM,Hyderabad
81,Dr. D. Sudhavani,Dermatologist,29,"MD - Dermatology, MBBS",₹ 500,,Sri Skin and Cosmetology Centre,Ameerpet,"Psoriasis, Hair Loss, Pimples Treatment ",7:00 PM,9:30 PM,Hyderabad
82,Dr. M. Sivaram Prasad,Dermatologist,33,MD - Internal Medicine,,,,,,12:00 PM,2:00 PM,Hyderabad
83,Dr. Chendrayudu,Dermatologist,57,"MBBS, DDV, MD - Skin & VD",₹ 400,,Dr. Chendra's Multispeciality And Cosmetic Centre,Yousufguda,"Allergy, Acne/Pimples, Hair Treatment ",5:00 PM,7:00 PM,Hyderabad
84,Dr. L.Ratna Kishore,Dermatologist,12,"MD - Dermatology , Venereology & Leprosy",₹ 500,,RK's Skin glow Clinics,Nallakunta,,12:30 PM,4:30 PM,Hyderabad
85,Dr. Imran Kazmi,Dermatologist,16,"MD - Dermatology, MBBS",₹ 300,₹ 300,Skin Clinic,Hyderabad,,5:00 PM,9:00 PM,Hyderabad
86,Dr. Bhargavi Adusumilli,Dermatologist,21,"MBBS, MD",₹ 400,,Be Skin Hair Antiageing Clinic,Madhapur,"Skin Treatment, Piles Treatment (Non Surgical) ",10:00 AM,8:00 PM,Hyderabad
87,Dr. G Praneeth,Dermatologist,18,"MBBS, MD - DVL",₹ 200,₹ 300,Dr G Praneeth,Dilsukhnagar,"Eczema, Warts, Hair Loss",10:00 PM,10:30 PM,Hyderabad
88,Dr. N Arun Kumar,Dermatologist,11,"MD - Dermatology, MBBS",₹ 500,₹ 300,Ak Skin,Hair & Laser Clinic,,5:00 PM,9:00 PM,Hyderabad
89,Dr. G. Manmohan,Dermatologist,42,"MBBS, MD - Dermatology, DD",₹ 500,₹ 400,Skin Clinic,Hyderabad,,11:00 AM,4:00 PM,Hyderabad
90,Dr. S Kiran,Dermatologist,25,"MBBS, DDVL, DNB (Dermatology)",₹ 500,,Kiran Advanced Skin Hair And Laser Clinic,Kukatpally,"Skin Care, Advanced Skin Care ",6:00 PM,9:00 PM,Hyderabad
91,Dr. Sujana Reddy,Dermatologist,17,"MD in Dermatology, Venereology & Leprosy, MBBS",,₹ 800,Ankura Hospital for Women & Children,L B Nagar,,11:30 AM,4:00 PM,Hyderabad
92,Dr. P  Madhavi Reddy,Dermatologist,23,"MBBS, MD - Dermatology",₹ 600,,Svaasth Skin and Hair Clinic,Gachibowli,,11:00 AM,2:00 PM,Hyderabad
93,Dr. Naveen Atluru,Dermatologist,13,"MD - Dermatology, MBBS",,,,,,,,Hyderabad
94,Dr. Harish Kumar,Dermatologist,17,MD - Dermatology,₹ 250,₹ 250,Skin Expert,Suchitra,,8:00 PM,9:00 PM,Hyderabad
95,Dr. Jyotsna Komma,Dermatologist,26,"MD - Dermatology, MBBS",₹ 400,,Cahitanya Tricho Dermatology Clinic,Marredpally,Tattoo Removal ,6:00 PM,8:00 PM,Hyderabad
96,Dr. Shilangi Chauhan,Dermatologist,17,"MD - Dermatology, MBBS",₹ 500,,7 Petals Skin And Hair Clinic,Nallakunta,"Dandruff, Laser Hair Removal ",6:00 PM,8:00 PM,Hyderabad
97,Dr. B Om Prakash,Dermatologist,27,"MD - Dermatology, MBBS",₹ 300,,Vaibhavi Skin Clinic,Gachibowli,"Skin Rash Treatment, Skin Rash ",9:30 AM,2:00 PM,Hyderabad
98,Dr. Krishna Rao,Dermatologist,48,MBBS,₹ 300,,Skin Clinic Cosmetology Centre,Yousufguda,,5:30 PM,9:00 PM,Hyderabad
99,Dr. V Ravichandra,Dermatologist,22,"MBBS, Diploma In Dermatology, Venerology & Leprosy (DDVL)",₹ 300,₹ 350,Sowmya Skin Care Clinic,A.S Rao Nagar,,11:00 AM,2:00 PM,Hyderabad
100,Dr. Rams Rejuvederma Skin And Hair Clinic,Dietitian/Nutritionist,8,MBBS,₹ 300,₹ 500,RejuveDERMA Skin & Hair Clinic,Hyderabad,,8:00 AM,8:00 PM,Hyderabad
101,Dt. Durga Kumari,Dietitian/Nutritionist,12,,₹ 500,₹ 500,Advit Diet Clinic,ECIL,"Weight Loss, Diet Planning, Diabetic Diet Counseling",12:00 PM,2:00 PM,Hyderabad
102,Dt. Riyaz Khan,Dietitian/Nutritionist,12,Diploma In Diet & Nutrition,₹ 700,₹ 400,Wow Wellness Diet Clinic,Dr A S Rao Nagar,"Weight Loss, Diet Chart, Weight Loss Treatment",10:00 AM,8:00 PM,Hyderabad
103,Dr. Deepa Agarwal,Dietitian/Nutritionist,15,"Phd In Clinical Nutrition, M.Sc - Clinical Nutrition",,,,,"Weight Loss, Weight Loss Treatment, Diabetic Diet Counseling ",10:00 AM,2:00 PM,Hyderabad
104,Dr. Jyoti Chabria,Dietitian/Nutritionist,41,,,,,,,9:00 AM,11:00 AM,Hyderabad
105,Dt. Ankita Gupta,Dietitian/Nutritionist,26,Masters In Clinical Nutrition and Dietetics (MCND),₹ 500,₹ 350,Nutriediet - Dietitian,Trimulgherry,,10:30 AM,2:00 PM,Hyderabad
106,Dt. Sumaiya Moin,Dietitian/Nutritionist,8,BSc Food & Nutrition,₹ 500,₹ 200,The Food Doctorz,Toli Chowki,,11:00 AM,7:00 PM,Hyderabad
107,Mr. Kishore D,Dietitian/Nutritionist,11,Diploma in Nutrition,₹ 300,₹ 300,Nutrition to All,Padma Rao Nagar,"Weight Loss, Gaining Weight, Body Weakness ",5:00 PM,8:00 PM,Hyderabad
108,Dr. Prasanna Duggirala,Dietitian/Nutritionist,7,Post Graduate Diploma in Clinical Nutrition & Dietetics,₹ 500,₹ 100,Ananya Wellness  Clinic,Kondapur,,3:00 PM,8:00 PM,Hyderabad
109,Dr. Janaki Badugu,Dietitian/Nutritionist,32,,,,,,,11:00 AM,4:00 PM,Hyderabad
110,Dt. Merlin Annie Raj,Dietitian/Nutritionist,15,,₹ 500,,Merlin Annie Raj,Bala Nagar,Weight Loss ,8:00 AM,8:00 PM,Hyderabad
111,Dt. Mayuri Aavula,Dietitian/Nutritionist,17,"M.Sc Nutrition& Dietetics, Bsc Clinical Nutrition and Dietetics",,₹ 350,Tru Diet,Kondapur,,11:00 AM,1:00 PM,Hyderabad
112,Dr. Sunita Arya,Dietitian/Nutritionist,8,post graduate,,₹ 500,Infinite Health,Hyderabad,,,,Hyderabad
113,Dr. Roopa Tandur,Dietitian/Nutritionist,19,,₹ 300,₹ 300,online clinic,Hyderabad,Weight Loss,,,Hyderabad
114,Dt. Bhumika Bajaj,Dietitian/Nutritionist,14,Post Graduate In Clinical Nutrition,₹ 500,₹ 300,The Nutrition Clinic,Kukatpally,,9:00 AM,5:00 PM,Hyderabad
115,Dt. Sadia Sana,Dietitian/Nutritionist,9,MSc - Food and Applied Nutrition,,₹ 500,Sana Wellness Center,Khairatabad,,10:00 AM,5:00 PM,Hyderabad
116,Dt. Bhavani Reddy,Dietitian/Nutritionist,10,Diploma in dietetics health & nutritions,₹ 350,₹ 500,Anupam hospital,Miyapur,,6:00 AM,7:00 AM,Hyderabad
117,Dt. Akanksha Sinha,Dietitian/Nutritionist,4,"APPLIED NUTRITION AND DIETETICS, Diploma in Nutrition and Health Education (DNHE)",₹ 600,₹ 600,Lotus Health,Hafeezpet,,10:00 AM,2:00 PM,Hyderabad
118,Dt. L.Hemasri,Dietitian/Nutritionist,9,M.sc.Clinical Nutrition & Dietetics,₹ 500,₹ 200,Hema DIiet Clinic,Hyderabad,,,,Hyderabad
119,Dr. Sarojanandam Mattagunja,Dietitian/Nutritionist,12,"Masters in Clinical nutrition and Dietetics, Bsc Clinical Nutrition and Dietetics",₹ 600,₹ 300,SarojaNandam,hyderabad,,9:30 AM,7:00 PM,Hyderabad
120,Dt. Afreen Sultana,Dietitian/Nutritionist,8,Master in Science ( Nutrition & Dietetics),₹ 500,₹ 400,Nutri - Diet Clinic,Saidabad,,6:00 PM,9:00 PM,Hyderabad
121,Dr. Aneesha,Dietitian/Nutritionist,7,"Ph..D., M.Sc Food and Nutrition, National Diabetes Educators Program(NDEP)",,₹ 299,Nutrition therapy,Hyderabad,,6:00 PM,9:00 PM,Hyderabad
122,Dt. Raghavika Bellamkonda,Dietitian/Nutritionist,8,M.Sc. in Nutrition & Dietetics,,₹ 500,Tanvi Clinic,Vanasthalipuram,,10:00 AM,10:00 PM,Hyderabad
123,Dt. Ruth Jayasheela,Dietitian/Nutritionist,,,₹ 500,₹ 500,Private,Dr A S Rao Nagar,,10:00 AM,5:00 PM,Hyderabad
124,Dt. Arsheen Fatima,Dietitian/Nutritionist,7,"MSc nutrition and dietetics , Diploma in Clinical Nutrition, BSc- Applied Nutrition and pu...read more",₹ 600,₹ 250,Healthy Dieting,Uppaguda,,9:00 AM,5:00 PM,Hyderabad
125,Dt. Seema Tabassum,Dietitian/Nutritionist,20,"BSc-Food and Applied Nutrition, PG diploma in Food and Nutrition",₹ 500,₹ 500,Healyhifyme,Toli Chowki,,9:00 AM,11:00 AM,Hyderabad
126,Dr. Shruthi,Dietitian/Nutritionist,8,Masters in Clinical Nutrition and Dietetics (MCND),₹ 250,₹ 100,Shruthi's Diet Consultancy,Hyderabad,,9:00 AM,5:00 PM,Hyderabad
127,Dt. Himaja,Dietitian/Nutritionist,18,,,₹ 200,Nutri Clinic,Nallagandla,,10:00 AM,5:00 PM,Hyderabad
128,Dt. Shaheera Ameer,Dietitian/Nutritionist,7,Msc in nutrition and dietetics,₹ 350,₹ 350,Private Practice,Mehdipatnam,,11:00 AM,9:30 AM,Hyderabad
129,Dt. Moumita Paul Chowdhury,Dietitian/Nutritionist,11,"M.Sc Applied nutrition, PG diploma in nutrition and dietetics, B.Sc.Clinical Nutrition & Dietetics",₹ 400,₹ 400,Dr Amit's Clinic,Karkhana,,,,Hyderabad
130,Dt. Sana  Fatima,Dietitian/Nutritionist,13,M.sc - nutrition and dietetics,,₹ 500,REVA Skin and Health Clinic,Banjara Hills,,10:00 AM,6:00 PM,Hyderabad
131,Dt. Sujatha Stephen,Dietitian/Nutritionist,24,Masters in Clinical Nutriton (MCN),₹ 500,,Nutrilicious diet clinic,Hyderabad,,11:00 AM,5:30 PM,Hyderabad
132,Dr. Radhakumari Chayanam,Dietitian/Nutritionist,23,,₹ 250,,Pranaam Hospital,Madinaguda,,12:00 AM,12:00 AM,Hyderabad
133,Dt. Neha Kumari,Dietitian/Nutritionist,11,"Msc dietetics and food service management, B.Sc.Clinical Nutrition & Dietetics",,₹ 100,Eat Right,Hyderabad,,,,Hyderabad
134,Dr. Ushasree Alapati,Dietitian/Nutritionist,,,₹ 500,,₹ 1,000 onlineUltra wellness,,6:00 PM,8:00 PM,Hyderabad
135,Dr. Haritha,Dietitian/Nutritionist,16,,₹ 350,,Swapna Health Care,Hyderabad,,3:00 PM,6:00 PM,Hyderabad
136,Dr. Megha Terse Mandke,Dietitian/Nutritionist,10,Diploma in Clinical Nutrition,,,,,,11:00 AM,1:00 PM,Hyderabad
137,Dr. Zeenath Fatima,Dietitian/Nutritionist,19,,₹ 350,,KIMS Hospitals Kondapur,Hyderabad,,10:00 AM,5:00 PM,Hyderabad
